,Restaurant,Address,Appears on,latitude,longitude
771,Angels Bakery,"136 Plumstead High St, London, United Kingdom SE18 1JQ",Infatuation,51.4873028,0.09223529999999999
772,Waakye Joint,"80A West Green Road, London, Greater London N15 5NS",Infatuation,51.584701,-0.0763721
773,Mystic Burek,"227 Dartmouth Road, London, England SE26 4QY","Infatuation, Timeout",51.4324091,-0.0599421
774,Faros Oxford Circus,"22 Great Portland St, London, England W1W",Infatuation,51.5166109,-0.1410267
775,Tab x Tab,"Westbourne House, 14-16, Westbourne Grove, London, Greater London W2 5RH",Infatuation,51.5157553,-0.189608
776,My Neighbours The Dumplings,"165 Lower Clapton Road, London, Greater London E5 8EQ",Infatuation,51.5542248,-0.0543125
777,Korean Grill Kensington,"SW7 4LH, London, England SW7 4LH",Infatuation,51.4933729,-0.183305
778,Madhu’s of Mayfair,"The Dilly Hotel, 21 Piccadilly, London, Greater London W1J 0BH",Infatuation,51.5094289,-0.1362927
779,Berenjak Borough,"1 Bedale St, London , null SE1 9AL",Infatuation,51.5052927,-0.08991819999999999
780,Café Kitsuné,"19 Motcomb Street, London, Greater London SW1X 8JT",Infatuation,51.4991723,-0.1572172
781,Ben Venuti,"34 Upper Tachbrook St, London, United Kingdom SW1V 1SW",Infatuation,51.4926828,-0.1392693
782,The Counter,"108 Golborne Rd, London, Greater London W10 5NR",Infatuation,51.52138009999999,-0.2095951
783,Bistrotheque,"23-27 Wadeson St, London, Greater London E2 9DR",Infatuation,51.5341701,-0.0559454
784,Yemanes',"Atwell Road, London,  SE15 4TW",Infatuation,51.4682918,-0.0670335
785,Roe,"5 Park Drive, London, England E14 9GG",Infatuation,51.5023452,-0.0152119
786,Macellaio RC Union Street,"Arch 24, 229 Union Street, London, Greater London null",Infatuation,51.5031628,-0.101845
787,Lower Marsh Market,"Lower Marsh, London, Greater London SE1 7AD",Infatuation,51.5009655,-0.1125115
788,Patara Fine Thai Cusine,"18 High Street, Wimbledon, Greater London SW19 5DX",Infatuation,51.4249133,-0.2169059
789,A Portuguese Love Affair,"326 Hackney Rd, Hackney, Greater London E2 7AX",Infatuation,51.5310549,-0.066652
790,Lorne,"76 Wilton Rd, London, Greater London SW1V 1DE",Infatuation,51.49277739999999,-0.1403064
791,Laughing Gravy,"154 Blackfriars Rd., Greater London, Greater London SE1 8EN",Infatuation,51.5010406,-0.1040976
792,Villages Brewery,"Units 21-22, Resolution Way., Deptford, Greater London SE8 4NT",Infatuation,51.4784511,-0.0241697
793,Scully,"4 St James's Market, London, Greater London SW1Y 4AH",Infatuation,51.50939109999999,-0.1331647
794,Elliot's,"12 Stoney St, London, Greater London SE1 9AD",Infatuation,51.5056574,-0.0916313
795,No 11 Pimlico Road,"11 Pimlico Rd, London, Greater London SW1W 8NA",Infatuation,51.4907891,-0.1508322
796,Swallow Coffee Shop,"75 Goldhawk Road, London, Greater London W12 8EH",Infatuation,51.5020848,-0.227373
797,The Black Lab Coffee House,"18 Clapham Common Southside, London, Greater London SW4 7AB",Infatuation,51.4610452,-0.1386268
798,Velvet By Salvatore Calabrese,"10 Corinthia Residences, Whitehall Place, London, England SW1A 2BD",Infatuation,51.5064478,-0.1244012
799,Malaysian Deli,"338 Brockley Road, London, England SE4 2BT",Infatuation,51.4557806,-0.0367871
800,Olby's Soul Cafe,"3-5 King St, Margate, Kent CT9 1DD",Infatuation,51.390179,1.3821736
801,Provisions,"167 Holloway Road, London,  N7 8LX",Infatuation,51.54980279999999,-0.108869
802,Oi Spaghetti + Tiramisù,"133 Copeland Rd, Peckham, null SE15 3SN",Infatuation,51.4700724,-0.0660678
803,Bar Douro,"85B Southwark Bridge Rd, London, Greater London SE1 0AB",Infatuation,51.5043821,-0.0955296
804,The Drapers Arms,"44 Barnsbury St, Islington, Greater London N1 1ER",Infatuation,51.5405262,-0.1084261
805,Decimo,"The Standard London, London, Greater London WC1H 8EG",Infatuation,51.5295373,-0.1243078
806,Fresko Yogurt Bar,"44 Bedford Street, London, England WC2E 9HA",Infatuation,51.5101513,-0.1237789
807,Aline Lebanese Kitchen,"14 Maddox St, London, England W1S 1PQ",Infatuation,51.51342959999999,-0.1418368
808,The Best Turkish Kebab,"125 Stoke Newington Rd, London, Greater London N16 8BT",Infatuation,51.5560389,-0.07474739999999999
809,Villa Mamas,"25-27 Elystan St, Chelsea, Greater London SW3 3NT",Infatuation,51.4912705,-0.1672297
810,Saray Broadway Cafe,"58 Broadway Market, Hackney, Greater London E8 4QJ",Infatuation,51.5371506,-0.06123489999999999
811,O Tino,"1 Plender St, London, Greater London NW1 0JS",Infatuation,51.5360858,-0.1394116
812,Seoul Tokyo,"168 Borough High St, London , null SE1 1LB",Infatuation,51.5019584,-0.0927981
813,Baccalà,"null, London, Greater London SE1 3TQ",Infatuation,51.4982695,-0.08137849999999999
814,Mori Mori,"80 Northdown Rd, Margate, Kent CT9 2RE",Infatuation,51.3895732,1.39081
815,The Bull & Last,"168 Highgate Rd, London, Greater London NW5 1QS",Infatuation,51.5589066,-0.1486461
816,The Cheese Barge,"Sheldon Square, London, Greater London W2 6DL",Infatuation,51.5190538,-0.1797173
817,Eden’s Cottage,"264 Seven Sisters Road, London,  N4 2HY",Infatuation,51.5641748,-0.1050716
818,The Eight,"68-70 Shaftesbury Avenue, London, Greater London W1D 6EY",Infatuation,51.51182619999999,-0.1320442
819,Collective,"Kennington Park, 4 St Agnes Pl, London, England SE11 4BE",Infatuation,51.48314120000001,-0.1083844
820,Sunday,"169 Hemingford Rd, London, Greater London N1 1DA",Infatuation,51.542673,-0.1135489
821,Ground Coffee Society,"79 Lower Richmond Rd, ,  SW15 1ET",Infatuation,51.4671661,-0.2193745
822,Crypto Burgers,"2 North End Road, London, England W14",Infatuation,51.4947197,-0.2112473
823,Il Giardino,"7 Blenheim Grove, Peckham, Greater London SE15 4QS",Infatuation,51.4691941,-0.06923979999999999
824,Made In Italy,"249 King's Rd, London, Greater London SW3 5EL",Infatuation,51.4860935,-0.1718525
825,Deluxe Manna,"135-137 High Cross Rd, London,  N17 9NU ",Infatuation,51.588895,-0.06454939999999999
826,Rustique Cafe,"142 Fortess Rd, Tufnell Park, Greater London NW5 2HP",Infatuation,51.5562093,-0.1386207
827,Fladda Fish & Chips,"55 Camberwell Church St, London, Greater London SE5 8TR",Infatuation,51.4738286,-0.0888085
828,Sushi Revolution,"240 Ferndale Rd, London,  SW9 8FR",Infatuation,51.46410669999999,-0.1162439
829,The Union Tavern,"45 Woodfield Road, London, Greater London W9 2BA",Infatuation,51.52284539999999,-0.2013213
830,Banh Mi Aha!,"39 Lamb's Conduit St, London, United Kingdom WC1N 3NG",Infatuation,51.5215283,-0.1184318
831,The Best Broasted,"18-F The High Road, London,  NW10 2QD",Infatuation,51.5476178,-0.2262353
832,Forza Win,"31 Camberwell Church Street, London, null SE5 8TR",Infatuation,51.4740516,-0.0902263
833,Dive,"Margate Harbour Arm, Margate, England CT9 1AP",Infatuation,51.3909084,1.3783711
834,Naroon,"65 Great Titchfield St, London, England W1W 7PS",Infatuation,51.5188554,-0.1409748
835,Sale E Pepe,"9-15 Pavilion Rd, London, London SW1X 0HD",Infatuation,51.5004593,-0.1605042
836,Tunisian Street Kitchen,"12 Lower Marsh, London, England SE1 7RJ",Infatuation,51.5003081,-0.1134295
837,Vincenzo's Pizza,"42 High Street, Bushey, England WD23 3HL",Infatuation,51.64507889999999,-0.3669061
838,Hiden,"Stable St, London,  N1C 4DR",Infatuation,51.535681,-0.1259788
839,Antepliler Künefe & Patisserie,"443 Green Lanes, London, England N4 1HA",Infatuation,51.5792833,-0.09932669999999999
840,Smiths of Smithfield,"67-77 Charterhouse St, Clerkenwell, Greater London EC1M 6HJ",Infatuation,51.5195218,-0.1027168
841,Morito,"32 Exmouth Market, London, Greater London EC1R 4QE",Infatuation,51.5258169,-0.1090681
842,Kurumaya,"74 - 75 Long Lane, London,  EC1A 9ET",Infatuation,51.51955359999999,-0.09894929999999999
843,Pho Viet 101,"101 Stoke Newington High Street, London, Greater London N16 0PH",Infatuation,51.5599053,-0.0742311
844,The Champion,"12-13 Wells St, Fitzrovia, Greater London W1T 3PA",Infatuation,51.51687829999999,-0.1372769
845,Lina Stores King's Cross,"20 Stable Street, London,  N1C 4DR",Infatuation,51.5372028,-0.1249748
846,The Proof,"Dalston Square, London, null E8 3BQ",Infatuation,51.5457256,-0.0738293
847,Berber & Q,"Arch 338 Acton Mews, London, Greater London E8 4EA",Infatuation,51.5368711,-0.0758674
848,Bengal Lancer,"253 Kentish Town Road, London, Greater London NW5 2JT",Infatuation,51.54846149999999,-0.1414811
849,Lá Kitchen,"17 Clerkenwell Road, London, Greater London EC1M 5RD",Infatuation,51.5224896,-0.1015514
850,Pizzeria Pappagone,"131 Stroud Green Rd, Stroud Green, Greater London N4 3PX",Infatuation,51.5695221,-0.1128439
851,Greenwich Market,"5b Greenwich Market, London, Greater London SE10 9HZ",Infatuation,51.4815373,-0.0090864
852,The Dover,"33 Dover St, London, England W1S 4NF",Infatuation,51.5088886,-0.14298
853,Roof Garden,"19 Motcomb St, London, Greater London SW1X 8LB",Infatuation,51.4991723,-0.1572172
854,Firin,"140 York Way, London, England N1 0AX",Infatuation,51.53676,-0.12185
855,Bocconi,"5 Goldhawk Rd, London, Greater London W12 8QQ",Infatuation,51.5030311,-0.2234536
856,Wild Flor,"Western Rd, Hove, East Sussex BN3 2BB",Infatuation,50.8254882,-0.1573913
857,Yildiz Restaurant,"163 Blackstock Rd, Islington, Greater London N4 2JS",Infatuation,51.5612088,-0.09879629999999999
858,Paul Rothe & Son Delicatessen,"35 Marylebone Lane, London, Greater London W1U 2NN",Infatuation,51.5168311,-0.1508054
859,Hanar,"Arch 163 Peckham Rye, London, Greater London SE15 4ST",Infatuation,51.4609401,-0.0615144
860,"The Hoxton, Holborn","199-206 High Holborn, London, England WC1V 7BD",Infatuation,51.5171816,-0.1221666
861,Noci Battersea,"Battersea Power Station, London, United Kingdom SW11 8BN",Infatuation,51.4808137,-0.1405796
862,Murger Han,"62 Eversholt Street, London, Greater London NW1 1DA",Infatuation,51.5294824,-0.1329246
863,Xing Fu Tang,"29 Frith St, Soho, Greater London W1D 5LG",Infatuation,51.5127876,-0.1308256
864,Papi,"1F Mentmore Terrace, London, Greater London E8 3DQ",Infatuation,51.5403742,-0.05728949999999999
865,Patron,"Blackstock Rd, London, Greater London N5",Infatuation,51.5606594,-0.0985877
866,Fine Cut Butchers,"51 Blue Anchor Lane, London, England SE16 3UL",Infatuation,51.4925813,-0.0628054
867,El Guambra,"Castle Square, Southwark, London null",Infatuation,51.493806,-0.0977944
868,Queen of Sheba,"12 Fortess Rd., London, Greater London NW5 2EU",Infatuation,51.5521959,-0.1406641
869,Page Common Coffee House,"7-8 St Martin's Pl, London, England WC2N 4JH",Infatuation,51.50928330000001,-0.126639
870,Pappa Ciccia,"41 Fulham High St, London, Greater London SW6 3JJ",Infatuation,51.47052919999999,-0.2103604
871,Em Sherif,"Harrods, 135 Brompton Rd, London, null SW1X 7XL",Infatuation,51.4991812,-0.1629924
872,Daniel's Bakery," Barnet, Greater London NW11 0DL",Infatuation,51.58545609999999,-0.2001597
873,Namak Mandi,"25 Upper Tooting Rd, Tooting, Greater London SW17 7TS",Infatuation,51.4350642,-0.1607072
874,The Tamil Crown,"16 Elia St, London, England N1 8DE",Infatuation,51.5320027,-0.1018477
875,Kuro Coffee,"3 Hillgate St, London, Greater London W8 7SP",Infatuation,51.50858969999999,-0.1976056
876,Dotori,"3 Stroud Green Road, London, Greater London N4 2DQ",Infatuation,51.5646755,-0.1051875
877,Thai Tho,"20 High St Wimbledon, London, London SW19 5DX",Infatuation,51.4249917,-0.2170094
878,Singapulah,"53 Shaftesbury Ave, London, England W1D 6LD",Infatuation,51.5115934,-0.1325373
879,The Farrier,"Camden Stables Market, 87/88 North Yard, London,  NW1 8AH",Infatuation,51.5420455,-0.1469688
880,Brickwood Coffee & Bread,"16 Clapham Common South Side, London, Greater London SW4 7AB",Infatuation,51.461184,-0.1383552
881,B.J's Pie & Mash,"330 Barking Road, London, England E13 8HL",Infatuation,51.521274,0.0207211
882,Paladar,"4-5 London Rd, London, Greater London SE1 6JZ",Infatuation,51.4981401,-0.104369
883,Mullins Brasserie,"6 Market Pl, Margate, Kent CT9 1EN",Infatuation,51.3895733,1.3822993
884,Costa Azul,"102 Rockingham St, Southwark, London SE1 6PG",Infatuation,51.495307,-0.09613669999999999
885,La Salumeria,"184 Trafalgar Road, London, England SE10 9TZ",Infatuation,51.4851023,0.004995900000000001
886,Gouqi,"25 Cockspur St, London, United Kingdom SW1Y 5BN",Infatuation,51.5074328,-0.1296542
887,Gadz Coffee Shop,"44 Clifton Terrace, London,  N4 3JP",Infatuation,51.5664325,-0.1087271
888,Dough Hands,"The Spurstowe Arms, 68 Greenwood Rd, London, England null",Infatuation,51.5453895,-0.0631891
889,Koyn,"38 Grosvenor St, London, null W1K 4QA",Infatuation,51.51147169999999,-0.1490042
890,Queen Of Sheba,"3-4 Bouverie Pl, London, England W2 1RE",Infatuation,51.5173978,-0.1716317
891,VQ,"325 Fulham Rd, London, Greater London SW10 9QL",Infatuation,51.4863496,-0.1800105
892,Dalston Superstore,"117 Kingsland High St, London, London E8 2PB",Infatuation,51.55010499999999,-0.0755077
893,Nando's Gatwick,"London Road, Gatwick, England RH6",Infatuation,51.1453314,-0.1734977
894,Exale Brewery and Taproom,"Uplands Business Park, London, United Kingdom null",Infatuation,51.5922241,-0.0410249
895,Honey & Co Bloomsbury,"54 Lamb's Conduit Street, London, Greater London WC1N 3LW",Infatuation,51.5219606,-0.1182885
896,Franco Manca Victoria,"9 Sir Simon Milton Square, 7 Victoria St, London,  SW1E 5DJ",Infatuation,51.4966332,-0.1417265
897,Bisha,"544 Holloway Road, London, United Kingdom N7 6JP",Infatuation,51.559734,-0.121998
898,The Clerkenwell Kitchen,"The Clerkenwell Workshops, 27-31 Clerkenwell Cl, Clerkenwell, Greater London EC1R 0AT",Infatuation,51.52420919999999,-0.1066913
899,Made In Italy 3.0,"59 Northcote Road, London, Greater London E17 7EB",Infatuation,51.5844666,-0.0329365
900,Yucatan Bar,"121 Stoke Newington Rd., Stoke Newington, Greater London N16 8BT",Infatuation,51.55594490000001,-0.0748359
901,Common,"17 The Pavement, London, Greater London SW4 0HY",Infatuation,51.4619825,-0.1396225
902,Ognisko,"55 Exhibition Rd, London, Greater London SW7 2PN",Infatuation,51.4990971,-0.1738865
903,Taste Of Lahore,"Tigris House, 256 Edgware Road, London, United Kingdom W2 1DS",Infatuation,51.519336,-0.1685098
904,El Pastor Battersea,"Circus Road West, London, England SW11 8EZ",Infatuation,51.4819473,-0.1460095
905,Sudu,"30 Salusbury Rd, London, null NW6 6NL",Infatuation,51.5343487,-0.2048454
906,Royal Vauxhall Tavern,"372 Kennington Lane, London, London SE11 5HY",Infatuation,51.4863391,-0.1217784
907,Phat Phuc Noodle Bar,"151 Sydney St, Chelsea, Greater London SW3 6NT",Infatuation,51.4876875,-0.1691053
908,Dory's,"24 High Street, Margate,  CT9 1DS",Infatuation,51.3890576,1.3799626
909,Wright Brothers Spitalfields,"8a Lamb Street, Old Spitalfields Market, London,  E1 6EA",Infatuation,51.5201279,-0.0756728
910,Yasar's Kitchen,"8 Blackhorse Lane, London, England E17 6HJ",Infatuation,51.5874089,-0.0402713
911,Over Under Coffee,"181A Earls Court Road, London, Greater London SW5 9RB",Infatuation,51.4924062,-0.1929477
912,Temple of Seitan,"103A Camley St, London, Greater London N1C 4PF",Infatuation,51.53792499999999,-0.1306326
913,Empire Empire,"16 All Saints Road, London, United Kingdom W11 1HH",Infatuation,51.5179723,-0.2035558
914,Tom's Pasta,"Hackney Downs Studios, 17 Amhurst Terrace, London, England E8 2BT",Infatuation,51.5547934,-0.06726979999999999
915,Cuppacha Bubble Tea,"23 Newport Ct, London, Greater London WC2H 7JS",Infatuation,51.5118776,-0.1290286
916,Sappho Meze Bar,"9 High St., Clapham, Greater London SW4 7TS",Infatuation,51.4649167,-0.1298846
917,Rogues,"460 Hackney Rd, London, England E2 9EG",Infatuation,51.5321836,-0.05893399999999999
918,Endo at the Rotunda,"101 Wood Lane, London, Greater London NW9 7NA",Infatuation,51.5729383,-0.251667
919,Volta Do Mar,"13-15 Tavistock St, London, Greater London WC2E 7PS",Infatuation,51.5122866,-0.1204266
920,The Woodbine,"215 Blackstock Road, London, England N5 2LL",Infatuation,51.5594586,-0.0983857
921,Bleecker Burger,"205 Victoria St, Victoria, Greater London SW1E 5NE",Infatuation,51.4965135,-0.144651
922,Nijū,"20 Berkeley St, London, England W1J 8EE",Infatuation,51.5088284,-0.1438313
923,Anima e Cuore,"129 Kentish Town Rd, London, Greater London NW1 8PB",Infatuation,51.5445703,-0.1416316
924,Princess of Wales,"22 Chalcot Rd, London, Greater London NW1 8LL",Infatuation,51.5402733,-0.153711
925,Café Petiole,"South Wing, Somerset House, The Strand, London, England WC2R 1LA",Infatuation,51.511059,-0.117148
926,Rowley's Restaurant,"113 Jermyn St, London, null SW1Y 6HJ",Infatuation,51.50890219999999,-0.1349479
927,Esarn Kheaw,"314 Uxbridge Rd., Shepherds Bush, Greater London W12 7LJ",Infatuation,51.506434,-0.2321162
928,Toklas Bakery,"1 Surrey St, London, United Kingdom WC2R 2ND",Infatuation,51.5120856,-0.115292
929,Mouse Tail Coffee,"Arch 3, Deptford Railway Station, Deptford High St, London, United Kingdom SE8",Infatuation,51.4788823,-0.0267169
930,The Camel,"277 Globe Rd, Bethnal Green, Greater London E2 0JD",Infatuation,51.5289286,-0.0520935
931,Kibou Japanese Kitchen and Bar,"175-177 Northcote Road, London,  SW11 6QF",Infatuation,51.4540107,-0.1637411
932,Big Smoke Taphouse & Kitchen,"London Gatwick Airport, Gatwick, England RH6 0NP",Infatuation,51.1579247,-0.1639171
933,Yamas Deli,"Westfield London Shopping Centre, London,  W12 7GB",Infatuation,51.506045,-0.219061
934,Romeo & Giulietta,"137 Albion Rd, London, Greater London N16 9JU",Infatuation,51.5573451,-0.0830622
935,Pizza Sophia,"50 Tavistock Pl, King's Cross, Greater London WC1H 9RG",Infatuation,51.5256918,-0.1251232
936,Diddy's,"69 Mare St, Greater London, Greater London E8 4RG",Infatuation,51.53675370000001,-0.0571303
937,Oma,"2-4 Bedale St, London, England SE1 9AL","Infatuation, Timeout",51.505369,-0.08999159999999999
938,Bobby Fitzpatrick,"273 West End Lane, London,  NW6 1QS",Infatuation,51.5505992,-0.191598
939,Mood,"3 Artillery Row, London, United Kingdom SW1P 1RH",Infatuation,51.4971927,-0.1354323
940,Spence Bakery,"Stoke Newington Church Street, N16, London, Greater London N16 0UL",Infatuation,51.5613162,-0.0824729
941,Il Trillo,"4 Hollywood Rd, London, Greater London SW10 9HY",Infatuation,51.4858871,-0.1844168
942,Bubala,"65 Commercial Street, London, Greater London E1 6BW",Infatuation,51.5178254,-0.0741521
943,Rita's Chilli Chaat Corner,"Southall, London, null UB1 1QF",Infatuation,51.5117886,-0.3809762
944,101 Thai Kitchen,"352 King St, Hammersmith, Greater London W6 0RX",Infatuation,51.4936292,-0.244128
945,Arabica King's Cross,"7 Lewis Cubitt Walk, London,  N1C 4DT",Infatuation,51.5382831,-0.1249452
946,Terry's Cafe,"158 Great Suffolk St, Greater London, Greater London SE1 1PE",Infatuation,51.5006806,-0.0983672
947,The River Café Café,"Thames Wharf, London, England W6 9HA",Infatuation,51.4828761,-0.2232634
948,Lasdun,"SE1 9PX, London, United Kingdom SE1 9PX",Infatuation,51.5068661,-0.1140601
949,Wright Brothers,"26 Circus Village, London, Greater London SE11 8EZ",Infatuation,51.48179560000001,-0.1461537
950,Kimura,"167 Priory Road, London, Greater London N8 8NB",Infatuation,51.5872068,-0.1325038
951,Takahashi,"228 Merton Road, London,  SW19 1EQ",Infatuation,51.4163054,-0.1922745
952,The Genet Cafe,"4 Victoria Rd, Greater London, Greater London N15 4PS",Infatuation,51.5841731,-0.067263
953,Chick 'N' Sours,"390 Kingsland Rd, London, Greater London E8 2AA",Infatuation,51.5412469,-0.0760206
954,Maureen's Brixton Kitchen,"52 Railton Road, London, England SE24 0LF",Infatuation,51.45885029999999,-0.1096509
955,Beza Ethiopian Food,"8A Sayer St, London, Greater London SE17 1FH",Infatuation,51.4919146,-0.0963329
956,Mario’s Cafe,"6 Kelly Street, London, Greater London NW 8PH",Infatuation,51.5457778,-0.1420962
957,Ishbilia,"8-9 William St, Knightsbridge, Greater London SW1X 9HL",Infatuation,51.5017416,-0.1582549
958,Arks of Deptford,"1 Deptford Broadway, London, United Kingdom SE8 4PA",Infatuation,51.4750392,-0.0258356
959,The Three Crowns,"175 Stoke Newington High St, Stoke Newington, Greater London N16 0LH",Infatuation,51.5620834,-0.0738374
960,The Royal Oak,"73 Columbia Rd, London, Greater London E2 7RG",Infatuation,51.52955009999999,-0.0692491
961,Tavolino,"2 More London Riverside, London, Greater London SE1 2DB",Infatuation,51.5052017,-0.08053969999999999
962,Kioku By Endo,"57 Whitehall, London, England SW1A 2BX",Infatuation,51.50564499999999,-0.1267055
963,Fink's Salt And Sweet,"70 Mountgrove Road, London,  N5 2LT",Infatuation,51.56129620000001,-0.09636549999999999
964,Bibi's Kitchen,"25 Rose St, London, England WC2E 9EA",Infatuation,51.51197310000001,-0.1261924
965,Bottle + Rye,"404-406 Market Row, London SW9 8LD, Brixton, Greater London SW9 8LZ",Infatuation,51.4612794,-0.1156148
966,Vijaya Krishna,"114 Mitcham Rd., London, Greater London SW17 9NG",Infatuation,51.4253574,-0.164696
967,The Holy Tavern,"55 Britton St, London, London EC1M 5UQ",Infatuation,51.5217488,-0.1040539
968,Bumbuu,"39 Station Road, London, England NW10 4UP",Infatuation,51.5336823,-0.2473551
969,The Southampton Arms,"139 Highgate Rd, Highgate, Greater London NW5 1LE",Infatuation,51.5560675,-0.1462027
970,Howl At The Moon,"178 Hoxton St, London, England N1 5LH",Infatuation,51.53311369999999,-0.0798227
971,Brat x Climpson’s Arch,"374 Helmsley Place, London, Greater London E8 3SB",Infatuation,51.53957579999999,-0.05839340000000001
972,Palmyra’s Kitchen,"N4 3JU, London, United Kingdom N4 3JU",Infatuation,51.5652524,-0.1082828
973,Top Cuvée,"177B Blackstock Rd, London, Greater London N5 2LL",Infatuation,51.560801,-0.0982609
974,Italo,"13 Bonnington Sq, London, Greater London SW8 1TE",Infatuation,51.48450279999999,-0.1203208
975,Cromwell Place Café,"4 Cromwell Pl, London, England SW7 2JE",Infatuation,51.4950887,-0.1746188
976,Acuarela,"62 Randolph St, London, United Kingdom NW1",Infatuation,51.54180100000001,-0.1368591
977,Al Waha,"75 Westbourne Grove, London, Greater London W2 4UL",Infatuation,51.515262,-0.1920455
978,Picnic Deli,"3 Northdown Parade, Price's Ave, Cliftonville, Margate CT9 2NR",Infatuation,51.3869618,1.3990946
979,Arments Pie & Mash,"7 Westmoreland Rd, London, England SE17 2AX",Infatuation,51.4844319,-0.0930051
980,Aso Rock Restaurant,"10 Bradbury Street, London,  N16 8JN",Infatuation,51.548767,-0.0766881
981,Yasar Halim,"491 Green Lanes, London, England N4 1AL",Infatuation,51.5808887,-0.0996536
982,Lucky Yu,"Hamilton Road, London, England E17 6EH",Infatuation,51.5931937,-0.0328452
983,Parrillan At Barrafina,"Coal Drops Yard, King's Cross, London,  N1C 4AB",Infatuation,51.5360313,-0.1265524
984,Heytea (Soho),"93-107 Wingate House, Shaftesbury Avenue, London, England W1D 5BT",Infatuation,51.5131071,-0.1293727
985,Appetite London,"9 W Park Walk, East Village, London E20 1DH, London, England E20 1DH",Infatuation,51.5470056,-0.0104884
986,Winter Garden Restaurant at The Landmark London,"222 Marylebone Road, London, England NW1 6JQ",Infatuation,51.5214552,-0.162636
987,Trevi Italian Tiramisu,"29 Bute St, London, Greater London SW7 3EY",Infatuation,51.49379099999999,-0.1766677
988,Natura,"30 Felstead St, Wick, Greater London E9 5LG",Infatuation,51.5440781,-0.028106
989,Margate Off Licence,"1 Ethelbert Terrace, Margate, England CT9 1RX",Infatuation,51.39198340000001,1.3902174
990,Pedro’s Wine Bar,"128 Druid St, London, England SE1 2HH",Infatuation,51.49854010000001,-0.0731251
991,Dukes Bar,"35 St. James's Pl, London, Greater London SW1A 1NY",Infatuation,51.5055381,-0.1396885
992,The Old Queens Head,"44 Essex Rd, London, Greater London N1 8LN",Infatuation,51.5372268,-0.1004112
993,Okan South Bank,"Belvedere Road, London, England SE1",Infatuation,51.5036102,-0.1172992
994,Chapter 72,"72 Bermondsey Street, London, Greater London SE1 3UD",Infatuation,51.50144299999999,-0.0822009
995,Bird & Tie,"3 The Pavement, London, null SW4 7UD",Infatuation,51.46199780000001,-0.1378897
996,Jin Kichi,"73 Heath St, London, Greater London NW3 6UF",Infatuation,51.5573021,-0.1783969
997,The Midland Grand Dining Room,"St Pancras Renaissance Hotel, Euston Rd., London, NW1 2AR, London, England NW1 2AR",Infatuation,51.52973249999999,-0.1259119
998,Foubert's,"2 Turnham Green Terrace, Chiswick, Greater London W4 1PP",Infatuation,51.4930385,-0.2551589
999,Bandol,"6 Hollywood Rd, Kensington, Greater London SW10 9HY",Infatuation,51.48617100000001,-0.1846534
1000,The Guildford Arms,"55 Guildford Grove, London, England SE10 8JY",Infatuation,51.4743434,-0.0149409
1001,Llama Inn,"81 Great Eastern Street, London, England EC2A 3HU",Infatuation,51.5255266,-0.0829058
1002,Half Cut Market,"396 York Way, London, England N7 9LW",Infatuation,51.548527,-0.1280388
1003,Follow The Swirl,"12A King Street, Margate, England CT9 1DA",Infatuation,51.390002,1.3823143
1004,Prince Of Peckham,"1 Clayton Rd, London, Greater London SE15 5JA",Infatuation,51.47364899999999,-0.0654251
1005,Cafe Boheme,"13 Old Compton St, London, Greater London W1D 5JQ",Infatuation,51.51333109999999,-0.1305958
1006,Antepliler Doner,"43 Grand Parade, London, Greater London N4 1AG",Infatuation,51.5795599,-0.0989451
1007,The Pelican,"45 All Saints Rd, London, Greater London W11 1he",Infatuation,51.518799,-0.2046721
1008,Da Terra,"8 Patriot Sq, London, England E2 9AN",Infatuation,51.53047979999999,-0.0557422
1009,Lowcountry,"71 Nile Street, London, England N1 7RD",Infatuation,51.5295001,-0.08793859999999999
1010,Sète,"238 Northdown Road, Margate, Kent CT9 2QD",Infatuation,51.38736309999999,1.3987588
1011,Buk,"Castlehaven Road Hawley Wharf 1st floor Waterside Hall East, London NW1 8JZ, United Kingdom, London, Greater London NW1 8TT",Infatuation,51.53146839999999,0.1619994
1012,Jolene,"21 Newington Green, London, Greater London N1 4RG",Infatuation,51.5513088,-0.0844365
1013,The Sun Tavern,"441 Bethnal Green Rd, London, Greater London E2 0AN",Infatuation,51.5273017,-0.0584114
1014,Sichuan Popo,"35 Earls Court Road, London, England W8 6ED",Infatuation,51.4977512,-0.197528
1015,Running Late Coffee,"249B Mare Street, London, England E8 3NS",Infatuation,51.5425802,-0.05545369999999999
1016,Buoy And Oyster,"44 High St, Margate, Kent CT9 1DS",Infatuation,51.3885457,1.3799139
1017,Mihan,"104 Highbury Park, London, England N5 2XE",Infatuation,51.5579481,-0.0983579
1018,Caphe House,"null, London, Greater London SE1 3DG",Infatuation,51.49862479999999,-0.0772718
1019,Enish,"330A Coldharbour Ln, London,  SW9 8QH",Infatuation,51.4629479,-0.1082711
1020,Polka Kitchen,"Unit 25 Dickens Yard, London, null W5 2TD",Infatuation,51.5135142,-0.3054638
1021,Jaffna House,"90 Tooting High St, London , null SW17 0RN",Infatuation,51.4268884,-0.1695407
1022,Oren,"89 Shacklewell Lane, London, London E8 2EB",Infatuation,51.5526631,-0.0706517
1023,Dilpasand Restaurant,"111-113 Commercial Road, London, Greater London E1 1RD",Infatuation,51.5149943,-0.0638818
